,population,degree_centrality,population_normalized,degree_centrality_normalized,population_centrality
248,0,0.0022493573264781488,1.0,1.1794871794871795,0.12727272727272732
249,0,0.0009640102827763496,1.0,1.0769230769230769,0.054545454545454564
250,0,0.0019280205655526992,1.0,1.1538461538461537,0.10909090909090902
251,0,0.0044987146529562975,1.0,1.358974358974359,0.25454545454545463
252,0,0.0019280205655526992,1.0,1.1538461538461537,0.10909090909090902
253,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
254,0,0.002570694087403599,1.0,1.205128205128205,0.1454545454545454
255,0,0.002570694087403599,1.0,1.205128205128205,0.1454545454545454
256,0,0.0016066838046272492,1.0,1.1282051282051282,0.09090909090909094
257,0,0.0009640102827763496,1.0,1.0769230769230769,0.054545454545454564
258,0,0.0019280205655526992,1.0,1.1538461538461537,0.10909090909090902
259,0,0.0022493573264781488,1.0,1.1794871794871795,0.12727272727272732
260,0,0.0009640102827763496,1.0,1.0769230769230769,0.054545454545454564
261,0,0.0022493573264781488,1.0,1.1794871794871795,0.12727272727272732
262,0,0.00032133676092544985,1.0,1.0256410256410255,0.018181818181818077
263,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
264,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
265,0,0.002570694087403599,1.0,1.205128205128205,0.1454545454545454
266,0,0.0019280205655526992,1.0,1.1538461538461537,0.10909090909090902
267,0,0.0012853470437017994,1.0,1.1025641025641026,0.07272727272727275
268,0,0.0022493573264781488,1.0,1.1794871794871795,0.12727272727272732
269,0,0.0016066838046272492,1.0,1.1282051282051282,0.09090909090909094
270,0,0.0019280205655526992,1.0,1.1538461538461537,0.10909090909090902
271,0,0.0016066838046272492,1.0,1.1282051282051282,0.09090909090909094
272,0,0.0019280205655526992,1.0,1.1538461538461537,0.10909090909090902
273,0,0.0016066838046272492,1.0,1.1282051282051282,0.09090909090909094
274,0,0.0012853470437017994,1.0,1.1025641025641026,0.07272727272727275
275,0,0.0009640102827763496,1.0,1.0769230769230769,0.054545454545454564
276,0,0.0009640102827763496,1.0,1.0769230769230769,0.054545454545454564
277,0,0.0012853470437017994,1.0,1.1025641025641026,0.07272727272727275
278,0,0.0019280205655526992,1.0,1.1538461538461537,0.10909090909090902
279,0,0.0012853470437017994,1.0,1.1025641025641026,0.07272727272727275
280,0,0.0019280205655526992,1.0,1.1538461538461537,0.10909090909090902
281,0,0.0012853470437017994,1.0,1.1025641025641026,0.07272727272727275
282,0,0.0012853470437017994,1.0,1.1025641025641026,0.07272727272727275
283,0,0.0006426735218508997,1.0,1.0512820512820513,0.036363636363636376
