,area_accessibility
346,39.52582643663247
347,39.5539799798949
348,39.99089956103449
349,39.002460892589234
350,38.75844509260678
351,39.40510492132854
352,38.06949054016666
353,38.79602102872899
354,37.85489212864417
355,37.88263796824439
356,38.14483529513345
357,40.5955860238705
358,37.66457425174749
359,37.576637075800804
360,38.3907345631068
361,38.743539372524076
362,40.140509511656354
363,37.966890559939195
364,42.1179880622565
365,49.11104485401058
366,43.2042799155431
367,43.00310186519896
368,48.068654216067046
369,43.041925858385085
370,42.56653999474931
371,41.43929765981806
372,41.69850561264485
373,41.619168981287274
374,49.147463431761686
375,36.320260423255576
376,32.56900248036026
377,31.310718635740788
378,42.77323128931134
379,33.69987518975901
380,30.052160071030904
381,31.138301657581557
382,30.82051007759705
383,30.957809283490107
384,30.96806681979955
385,35.78331978757001
386,36.4542212528049
387,39.48722456787591
388,38.430825480614594
389,36.57741461956892
390,48.5854807953999
391,32.17093623276609
392,40.95572400983277
393,35.58508755951707
394,31.137039566589944
395,44.16542346246316
396,45.16813816399703
397,37.67935262645168
398,37.97532522858273
399,38.538157876620815
400,66.55282751367419
401,45.51023896586934
402,43.55664913314538
403,41.6381292062811
404,41.562273612869994
405,55.877790049637944
406,73.4085837396498
407,52.880753593624505
408,44.11424421140103
409,63.65936833783892
410,58.81632781905096
411,45.22564568165942
412,63.92065799811934
413,37.113400682927356
414,46.096114688333344
415,46.49162235865515
416,51.99092714265928
417,52.045108796412016
418,63.830257708433855
419,48.45002320589131
420,55.11752761113383
421,49.31157865231788
422,46.49902278942173
423,39.74635857934138
424,41.63768194486019
425,49.506757326368025
426,42.534852733415015
427,48.14659971025319
428,57.65321052819011
429,41.961367762718304
430,44.76134188689185
431,61.22768098482701
432,60.23580502195037
433,59.46522226348738
434,59.234185600055035
435,46.07958202718266
436,31.674591842029443
437,76.86884894241167
438,64.06685754188912
439,61.78720435347438
440,52.713583976112595
441,47.11561557139896
442,48.03855780554173
443,52.60540449196842
444,70.4111310331047
445,62.98606042146413
446,65.69809031100445
447,63.41634568590327
448,72.87655550075135
449,33.39586415075992
450,33.40832014954096
451,32.86076222086398
452,32.10041266362821
453,33.6987288768159
454,37.56192839826734
455,35.316858829796516
456,36.57246227687316
457,37.28122769693325
458,40.510780485219286
459,71.15920723009967
460,34.556085865616346
461,32.96853799661353
462,32.55449875034199
463,35.57765526974585
464,44.139726367525334
465,56.41131444418016
466,47.2681342323516
467,73.97707744339397
468,74.87785267805573
469,45.777388242892144
470,52.23064102524715
471,69.29742715298536
472,59.599358352887975
473,55.92980096078259
474,40.692036381894596
475,39.67096313875788
476,40.07989360940324
477,51.1590686765373
478,55.186067381934066
479,37.36592125935843
480,39.99065888941849
481,50.71403949684062
482,34.39275582166205
483,34.9415723872227
484,36.493439056073186
485,36.39511481898592
486,46.80547388018613
487,46.68498580729625
488,34.86755611913796
489,40.24859941070221
490,56.3269652400455
491,44.20948731269921
492,43.91830955877563
493,48.52260381247794
